enrollee_id,target,mobility_persona,last_job_change_bin_norm,training_hours_bin,education_level,experience_clean,company_size_bin
5737,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,21.0,Mid
14675,0.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,5.0,Very Small
29148,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,16.0,Enterprise
6235,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Small
761,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Enterprise
19854,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,0.0,Mid
9122,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,13.0,Mid
8937,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Enterprise
17044,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Enterprise
17310,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,7.0,Mid
11815,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Small
14389,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Very Small
2842,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Large
15687,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,13.0,Small
5834,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,21.0,Large
22090,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,2.0,Mid
13894,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,9.0,Small
30256,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,8.0,Mid
27069,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Small
9179,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
26305,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,20.0,Very Small
16049,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,2.0,Mid
5779,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Large
18262,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,21.0,Enterprise
11909,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,9.0,Small
12385,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Very Small
9881,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,21.0,Mid
12740,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
31867,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Mid
23268,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,17.0,Small
32506,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
5508,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Mid
11198,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
25150,0.0,Early-Career Explorer,<=1 year,Very High (101+),Phd,10.0,Mid
15248,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,5.0,Enterprise
22260,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,10.0,Mid
29199,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Very Small
25274,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Very Small
21036,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Mid
6288,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Large
19426,1.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,4.0,Very Small
32538,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Very Small
6947,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,16.0,Small
31192,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,4.0,Very Small
225,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Small
22604,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,13.0,Enterprise
11648,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,13.0,Mid
32,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,21.0,Mid
26652,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,5.0,Very Small
21419,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,7.0,Small
21282,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,3.0,Mid
20239,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Enterprise
7914,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Small
5965,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,4.0,Small
24920,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
21621,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,8.0,Very Small
10227,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,7.0,Enterprise
32801,0.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,4.0,Mid
3942,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Mid
13022,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
31354,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Small
11526,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,16.0,Large
17186,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,18.0,Mid
6762,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Small
6384,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,20.0,Mid
22443,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,9.0,Small
27363,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Small
1508,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Very Small
31315,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,4.0,Mid
13415,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,7.0,Very Small
18370,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,9.0,Small
13450,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Small
27203,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Small
16310,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,12.0,Small
3269,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,15.0,Small
14994,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,20.0,Enterprise
8353,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,2.0,Mid
16086,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Small
31043,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,14.0,Mid
30858,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Mid
18368,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,17.0,Very Small
33096,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Small
25069,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Enterprise
23556,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Enterprise
10988,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,8.0,Mid
15243,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,4.0,Very Small
19731,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Very Small
33352,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,21.0,Mid
31678,0.0,Early-Career Explorer,<=1 year,Very High (101+),Primary School,3.0,Mid
4501,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,17.0,Enterprise
3036,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,6.0,Small
33348,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,15.0,Mid
21151,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,10.0,Very Small
3113,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Enterprise
33231,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
12138,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Mid
33261,1.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,9.0,Mid
30751,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Enterprise
4459,0.0,Anchored Contributor,4-5 years,Very High (101+),High School,17.0,Enterprise
8312,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,10.0,Mid
20101,0.0,Early-Career Explorer,<=1 year,High (51-100),Primary School,7.0,Mid
9187,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,0.0,Mid
31880,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,19.0,Mid
30964,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Mid
19091,1.0,Early-Career Explorer,<=1 year,Low (0-25),High School,4.0,Enterprise
21554,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
17728,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
26160,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Mid
519,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,21.0,Enterprise
27357,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,18.0,Mid
8015,0.0,Anchored Contributor,4-5 years,Very High (101+),Phd,9.0,Small
9755,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Mid
5469,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,11.0,Small
32014,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,11.0,Very Small
16599,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,10.0,Small
19434,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Enterprise
8321,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,10.0,Small
31947,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Mid
21067,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,17.0,Enterprise
8317,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
11211,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Phd,21.0,Enterprise
11030,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,17.0,Enterprise
31642,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,21.0,Mid
19571,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Enterprise
12424,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,2.0,Very Small
1314,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
15715,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
3367,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Very Small
18829,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Enterprise
27211,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
32832,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Very Small
140,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Mid
25452,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Very Small
3124,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Very Small
24727,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Mid
8844,0.0,Anchored Contributor,4-5 years,Low (0-25),High School,21.0,Very Small
1252,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Enterprise
23875,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Very Small
20897,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,3.0,Mid
10848,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,19.0,Enterprise
21658,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,6.0,Mid
29605,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Mid
29750,0.0,Anchored Contributor,4-5 years,High (51-100),High School,21.0,Mid
13266,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Very Small
23955,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,4.0,Mid
23357,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,13.0,Mid
21873,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,11.0,Small
17203,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,14.0,Enterprise
2429,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,13.0,Large
12014,0.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,8.0,Very Small
28506,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,17.0,Mid
28401,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,4.0,Small
13617,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Very Small
7531,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,16.0,Very Small
6241,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,6.0,Small
22917,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,5.0,Mid
32203,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,12.0,Mid
32433,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,6.0,Mid
10188,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,15.0,Enterprise
17869,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Mid
23236,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Small
2533,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Large
24573,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Enterprise
1635,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Enterprise
2323,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,15.0,Mid
4649,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Mid
22579,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,7.0,Small
30222,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,21.0,Mid
17668,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,5.0,Mid
2978,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Enterprise
30485,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Enterprise
7272,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,13.0,Mid
4494,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
22243,0.0,Anchored Contributor,4-5 years,Very High (101+),High School,21.0,Mid
24121,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,18.0,Small
4242,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Mid
11763,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Enterprise
19174,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Very Small
7490,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,14.0,Mid
18528,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,1.0,Enterprise
17354,0.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,9.0,Large
10906,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,13.0,Enterprise
18861,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,0.0,Mid
17378,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,7.0,Enterprise
31090,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Mid
5759,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,15.0,Enterprise
103,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,13.0,Very Small
21449,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
5971,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,21.0,Mid
385,1.0,Early-Career Explorer,<=1 year,Very High (101+),Primary School,5.0,Mid
4697,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,1.0,Mid
17613,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,16.0,Enterprise
7217,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Mid
21418,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,5.0,Mid
17190,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Small
5491,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,21.0,Mid
18317,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Mid
2778,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Enterprise
27886,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Mid
24559,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,15.0,Very Small
26248,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,6.0,Enterprise
18744,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,5.0,Mid
442,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Small
13531,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Unknown,11.0,Very Small
25226,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,16.0,Enterprise
27885,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,5.0,Mid
25453,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Small
20400,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,17.0,Very Small
13361,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,14.0,Enterprise
4971,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Very Small
32494,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,6.0,Mid
17071,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
31710,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,16.0,Large
22272,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
21725,1.0,Early-Career Explorer,<=1 year,Very High (101+),High School,5.0,Mid
24546,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,15.0,Small
11550,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,10.0,Enterprise
13593,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Small
6276,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,7.0,Mid
15545,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Small
22101,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,7.0,Mid
30991,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Mid
12922,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,0.0,Mid
16640,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,10.0,Small
15473,1.0,Anchored Contributor,4-5 years,Low (0-25),Masters,13.0,Mid
8592,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,2.0,Very Small
23087,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,20.0,Enterprise
24118,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Very Small
18088,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,1.0,Very Small
22186,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,16.0,Mid
1063,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,18.0,Small
9411,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Small
9015,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
27589,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,12.0,Mid
32909,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Small
4824,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,17.0,Very Small
12204,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Very Small
24020,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
17575,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,11.0,Small
28029,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Mid
1077,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Enterprise
15751,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,5.0,Small
26904,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,10.0,Small
16503,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,6.0,Enterprise
7611,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,10.0,Enterprise
22693,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,21.0,Mid
17871,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,9.0,Mid
25481,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Mid
4326,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,6.0,Enterprise
25923,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,18.0,Enterprise
23687,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
29329,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
21510,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,6.0,Small
16060,1.0,Early-Career Explorer,<=1 year,High (51-100),High School,1.0,Mid
13302,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Mid
12306,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
32298,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Enterprise
23307,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,3.0,Very Small
31581,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Mid
25183,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,5.0,Mid
30094,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,5.0,Mid
29952,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,7.0,Mid
17895,1.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,9.0,Enterprise
8087,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,11.0,Small
32462,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,15.0,Mid
1001,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,10.0,Enterprise
2608,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,7.0,Enterprise
6267,0.0,Anchored Contributor,4-5 years,High (51-100),High School,15.0,Small
15596,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Mid
26464,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Mid
21810,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,0.0,Mid
30953,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,0.0,Mid
14194,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,10.0,Enterprise
